MERCHANT_CITY_NAME,MERCHANT_STATE_XCD,YEAR_RUN,TOT_CNT,MERCHANT_CATEGORY_XCD,TOT_SUM
141-99474665,OH,2021,10,5814,127.24
850-8379181,FL,2021,9,5812,491.85
MALVERN,FL,2021,4,5814,6.0
407-5917382,FL,2021,2,5812,70.2
Gotha,FL,2021,9,5814,226.25
12163195059,OH,2021,15,5812,87.89
407-2532900,FL,2021,3,5812,18.0
GOLDENROD,FL,2021,5,5812,145.65
4405851177,OH,2021,1,5812,150.0
850-3743117,FL,2021,2,5812,34.89
2347062809,OH,2021,1,5814,11.0
17547777255,FL,2021,2,5812,500.0
13212617838,FL,2021,3,5812,28.9
321-3278099,FL,2021,1,5812,4.0
141-9238205,OH,2021,12,5814,75.95
Citrus Spring,FL,2021,2,5812,0.0
185-02188579,FL,2021,14,5814,270.46
2169869900,OH,2021,3,5812,22.5
3053269001,FL,2021,5,5814,65.13
6142317357,OH,2021,7,5812,280.87
9374341000,OH,2021,12,5812,155.22
7723627388,FL,2021,1,5812,205.56
305-8782510,FL,2021,2,5812,87.01
5619907317,FL,2021,14,5814,256.85
2162515099,OH,2021,5,5814,71.12
9543184001,FL,2021,1,5814,16.03
15133947559,OH,2021,1,5812,21.99
19048244149,FL,2021,8,5812,3320.9
174-09271907,OH,2021,2,5814,17.46
786-4569200,FL,2021,10,5812,447.75
419-4787530,OH,2021,3,5812,17.62
miamisburg,OH,2021,1,5812,0.0
RICHMOND DALE,OH,2021,1,5812,6.31
513-7618633,OH,2021,1,5814,30.97
407-9027746,FL,2021,9,5812,285.06
Williamsport,OH,2021,1,5812,27.85
9042873633,FL,2021,1,5812,76.24
133-0833484,OH,2021,3,5814,16.49
Mary esther,FL,2021,1,5812,0.0
305-8055180,FL,2021,11,5812,215.6
4409643663,OH,2021,1,5812,1030.0
352-7592802,FL,2021,2,5812,63.22
144-05723585,OH,2021,24,5814,325.45
194-1795786,FL,2021,1,5814,29.19
161-4428571,OH,2021,4,5814,40.13
CANAL POINT,FL,2021,2,5812,98.15
174-0852779,OH,2021,4,5814,48.6
GOTHA,FL,2021,4,5814,59.83
8026491577,FL,2021,3,5812,419.32
9544548259,FL,2021,12,5814,220.71
8723339225,FL,2021,1,5814,500.0
4196914888,OH,2021,5,5812,92.13
133-0678866,OH,2021,10,5814,81.7
LAKE HARBOR,FL,2021,1,5812,2.27
190-43744276,FL,2021,7,5814,87.51
239-4988887,FL,2021,1,5812,24.26
MAXIMO,OH,2021,4,5812,110.09
7724688886,FL,2021,9,5814,191.57
407-6158888,FL,2021,4,5812,292.38
33141,FL,2021,1,5812,0.0
325-5895885,FL,2021,1,5812,91.99
133-0467919,OH,2021,3,5814,12.99
RIDGEWAY,OH,2021,1,5812,100.0
4193821937,OH,2021,1,5814,11.27
Bay Harbor Is,FL,2021,4,5814,43.86
Conneaut,OH,2021,6,5812,156.47
4198553478,OH,2021,1,5814,7.71
140-78978600,FL,2021,5,5814,72.5
7866100004,FL,2021,1,5812,63.08
3056248225,FL,2021,16,5814,210.12
881-3258223,FL,2021,1,5812,0.0
13305489019,OH,2021,1,5812,10.0
2162783554,OH,2021,1,5812,10.0
4078509499,FL,2021,1,5812,38.49
3867554672,FL,2021,2,5812,51.66
12166231300,OH,2021,6,5812,0.0
West PALM BEA,FL,2021,1,5812,0.0
3057137971,FL,2021,1,5814,125.0
2164218049,OH,2021,1,5812,125.0
South Pasaden,FL,2021,4,5814,26.64
954-5419964,FL,2021,1,5812,800.0
9376421100,OH,2021,1,5812,32.09
3057206427,FL,2021,2,5812,4000.0
17863071231,FL,2021,14,5812,1590.0
6147453864,OH,2021,4,5812,604.0
2395948116,FL,2021,1,5812,84.99
Mingo Junctio,OH,2021,1,5812,19.08
954-9427244,FL,2021,3,5812,2878.9
561-6935063,FL,2021,2,5812,43.02
4079608024,FL,2021,1,5814,105.0
19045299985,FL,2021,3,5812,73.25
3479056959,OH,2021,1,5812,20.5
STONY RIDGE,OH,2021,1,5814,200.0
15753225869,OH,2021,2,5812,774.0
8634252043,FL,2021,1,5812,35.89
3052965000,FL,2021,4,5812,217.16
8502275271,FL,2021,1,5814,75.0
161-42918889,OH,2021,1,5814,2.79
614-8550373,OH,2021,2,5812,38.44
19172687268,FL,2021,3,5812,769.12
Gotha,FL,2021,1,5812,32.25
CLARKSVILLE,FL,2021,8,5814,40.0
Orange park,FL,2021,2,5812,0.0
786-5182196,FL,2021,1,5812,5.0
407-4403603,FL,2021,3,5812,130.57
Newport,OH,2021,1,5812,0.0
4409434983,OH,2021,1,5812,41.85
3056331919,FL,2021,6,5812,58.25
561-8776970,FL,2021,3,5812,16.0
coral springs,FL,2021,1,5812,0.0
904-5159328,FL,2021,1,5812,10.0
850-9128347,FL,2021,2,5814,43.0
8138422865,FL,2021,2,5812,180.09
Wesley chapel,FL,2021,1,5812,0.0
SPARTA,OH,2021,1,5814,100.0
W MANSFIELD,OH,2021,1,5814,8.0
937-2582654,OH,2021,2,5812,89.86
Oak hill,OH,2021,2,5812,24.0
amelia,OH,2021,1,5812,0.0
239-9492583,FL,2021,1,5812,53.97
FortMyers,FL,2021,1,5812,66.82
9549263336,FL,2021,1,5812,104.17
133-03348325,OH,2021,1,5814,12.09
3052259292,FL,2021,2,5812,114.18
Burgoon,OH,2021,1,5812,0.0
ISLE SAINT GE,OH,2021,1,5812,4.12
937-5936555,OH,2021,1,5812,48.45
772-8727289,FL,2021,1,5812,67.63
TAMPA,FL,2021,1567149,5812,54779045.07
CLEARWATER,FL,2021,334440,5812,12862505.07
PALM BEACH GA,FL,2021,132961,5814,1671445.52
BELLVILLE,OH,2021,15760,5814,149265.89
MELROSE,FL,2021,3567,5812,152100.09
BARTOW,FL,2021,30605,5812,831497.65
SANIBEL,FL,2021,33629,5812,1905105.57
WATERFORD,OH,2021,5771,5812,163862.99
BURBANK,OH,2021,18292,5814,192185.91
DAVIE,FL,2021,264908,5814,3273895.63
NORWALK,OH,2021,12796,5812,384063.52
LANCASTER,OH,2021,54563,5812,1724662.92
FORTWAYNE,FL,2021,2623,5814,40088.63
STREETSBORO,OH,2021,9890,5812,340944.72
TROY,OH,2021,26828,5812,866576.25
HUBER HEIGHTS,OH,2021,32740,5814,449315.47
gosq.com,OH,2021,12826,5812,418434.02
DUNEDIN,FL,2021,47444,5814,567957.62
HIAWASSEE,FL,2021,2442,5814,36445.96
Pompano Beach,FL,2021,18971,5812,583021.03
LEBANON,OH,2021,45241,5812,1140722.89
PALM HARBOR,FL,2021,74004,5812,2538391.16
QUINCY,FL,2021,51291,5814,660091.81
FREEPORT,FL,2021,24795,5812,695510.99
SPRINGFIELD,FL,2021,2190,5814,27420.4
PUT IN BAY,OH,2021,22214,5812,732001.82
ORIENT,OH,2021,1622,5814,27974.29
Okeechobee,FL,2021,15636,5814,194100.87
FINDLAY,OH,2021,309221,5814,3468924.22
MARY ESHER,FL,2021,15042,5814,176109.89
Live Oak,FL,2021,35425,5814,375860.89
BUSHNELL,FL,2021,17582,5812,502184.63
SATSUMA,FL,2021,534,5814,10871.94
CROSS CITY,FL,2021,71068,5814,738048.18
OREGON,OH,2021,47192,5814,640868.16
OAK HILL,OH,2021,16336,5814,184636.98
OCEAN RIDGE,FL,2021,1375,5812,21918.88
Altamonte Spr,FL,2021,6830,5812,176405.57
Navarre,FL,2021,7987,5812,309970.99
MIAMI SHORES,FL,2021,5561,5812,279108.12
CENTURY,FL,2021,7669,5814,112636.13
COLERAIN TWP,OH,2021,1805,5812,33894.13
WASHINGTON CO,OH,2021,22635,5814,244033.6
DUPONT,OH,2021,1923,5814,20500.08
Largo,FL,2021,6045,5812,175874.94
Oxford,OH,2021,5730,5812,74922.29
MYAKKA CITY,FL,2021,1374,5812,27552.27
Macclenny,FL,2021,7639,5812,189481.25
Date City,FL,2021,235,5812,17184.48
407-4931295,FL,2021,207,5812,7024.19
AZALEA PARK,FL,2021,565,5814,10915.91
North Jackson,OH,2021,2205,5814,33536.31
Newbury,OH,2021,106,5814,1650.77
Lyons,OH,2021,2101,5812,62307.79
CLEVELAND HEI,OH,2021,2519,5814,31218.96
SEACREST,FL,2021,1040,5812,39983.75
SANIBEL ISLAN,FL,2021,275,5814,5364.86
SUGARCRK TOWN,OH,2021,170,5812,4108.36
133-03460204,OH,2021,12,5814,272.25
130-5220002,FL,2021,37,5814,288.44
Hobe Sound,FL,2021,198,5814,2943.18
Middlefield,OH,2021,477,5814,6179.3
Richfield,OH,2021,172,5812,2911.71
156-1202674,FL,2021,33,5814,318.08
SUNBURY,OH,2021,25936,5812,754563.06
BRYAN,OH,2021,49018,5812,1226913.07
Daytona Beach,FL,2021,23630,5812,738447.34
MIRAMAR,FL,2021,67756,5812,2411388.9
DELAND,FL,2021,95114,5812,2930860.22
PONTE VEDRA B,FL,2021,17031,5812,1116266.31
PORT ST. JOE,FL,2021,3908,5812,161360.67
CLEVES,OH,2021,7422,5814,133832.48
SPRINGBORO,OH,2021,52184,5814,674710.64
Port Richey,FL,2021,2022,5814,28153.17
MACDENNY,FL,2021,5083,5812,216689.88
BRANFORD,FL,2021,21629,5812,669523.1
COLUMBIANA,OH,2021,69350,5814,737546.04
HOLLAND,OH,2021,57083,5814,829992.49
Navarre,FL,2021,15452,5814,228479.69
EAST CANTON,OH,2021,6788,5812,193047.97
NORTH FORT MY,FL,2021,11475,5814,108714.02
Hartville,OH,2021,631,5812,12115.84
Kent,OH,2021,2182,5812,51330.62
KEYSTONE HEIG,FL,2021,19143,5814,324471.93
855-469-3729,FL,2021,311,5812,25731.54
KEYSTONEHGTS,FL,2021,915,5812,21998.45
Cocoa,FL,2021,9574,5814,39087.06
HEATH,OH,2021,29014,5814,405567.34
Rockledge,FL,2021,2546,5812,70606.49
UNION PARK,FL,2021,1413,5812,41152.95
WADSWORTH,OH,2021,15293,5812,501851.71
NORTHRIDGE,OH,2021,1994,5814,21643.95
LAGRANGE,OH,2021,3223,5812,103749.05
WAUCHULA,FL,2021,52397,5814,657863.94
PARMA HEIGHTS,OH,2021,5027,5812,130002.44
WAYNESVILLE,OH,2021,16133,5814,157569.93
Beachwood,OH,2021,2139,5814,63463.4
Archbold,OH,2021,5161,5814,54577.11
MINNEOLA,FL,2021,7919,5812,185014.73
304 S HWY 441,FL,2021,417,5812,21258.43
CRYSTAL BEACH,FL,2021,734,5812,16703.5
CECIL,OH,2021,1384,5812,35380.18
SOUTHPORT,FL,2021,354,5814,9161.65
Umatilla,FL,2021,1448,5814,21752.15
937-6029047,OH,2021,130,5812,5179.71
WELLBORN,FL,2021,2477,5812,56481.78
CROWN CITY,OH,2021,745,5812,12946.55
Ponte Vedra B,FL,2021,571,5814,7199.94
3055947431,FL,2021,210,5812,1366.15
Hudson,OH,2021,954,5812,37915.12
DALTON,OH,2021,2173,5812,81592.3
CARROLL,OH,2021,1482,5812,42940.74
937-7662120,OH,2021,13,5814,171.59
Middleburg He,OH,2021,558,5814,6451.79
West Mansfiel,OH,2021,402,5812,11116.24
Brunswick,OH,2021,1352,5812,38226.73
Warrensville,OH,2021,324,5814,3956.88
MARIA STEIN,OH,2021,2303,5812,61842.57
132-1254426,FL,2021,59,5814,537.8
CRESTLINE,OH,2021,1648,5812,55877.77
STRONGVILLE,OH,2021,1705,5814,28160.24
GLEN ST MARY,FL,2021,3752,5812,129470.24
SUMMERLAND,FL,2021,688,5812,25243.05
East Fultonha,OH,2021,257,5814,3298.64
772-4087505,FL,2021,476,5812,19943.0
South Daytona,FL,2021,1709,5814,20873.58
Willoughby Hi,OH,2021,402,5814,4783.74
Austintown,OH,2021,827,5812,29082.16
Monroeville,OH,2021,243,5812,4008.52
WAYNE,OH,2021,277,5814,916.25
DOYLESTOWN,OH,2021,305,5814,6769.06
BRADEATON,FL,2021,541,5812,16100.86
9043750595,FL,2021,34,5814,483.83
904-2095993,FL,2021,141,5812,4619.83
7273671727,FL,2021,229,5812,1354.46
3864971707,FL,2021,115,5814,2471.12
DANVILLE,OH,2021,660,5812,18533.3
Sparr,FL,2021,784,5814,9256.09
16124705822,FL,2021,289,5814,2305.73
321-5047776,FL,2021,76,5812,1649.48
ORLAND,FL,2021,180,5814,1185.8
New Richmond,OH,2021,245,5814,3122.36
PALM,FL,2021,780,5812,15905.81
BLUE ROCK,OH,2021,21,5814,42.0
174-07793855,OH,2021,18,5814,257.26
181-3251366,FL,2021,140,5814,837.99
MCALPIN,FL,2021,60,5814,286.0
132-1802516,FL,2021,64,5814,844.75
855-7412777,FL,2021,10,5812,449.44
190-4276394,FL,2021,13,5814,162.38
Bedford,OH,2021,813,5814,6940.03
Palm Beach Co,FL,2021,329,5812,3059.39
port st lucie,FL,2021,106,5812,3475.47
BERGHOLZ,OH,2021,72,5812,2002.11
Grand Ridge,FL,2021,111,5814,254.36
15133815333,OH,2021,32,5812,1.0
9547141115,FL,2021,72,5812,866.25
Ipswich,OH,2021,834,5812,3582.67
Mount Saint J,OH,2021,70,5814,105.0
9046198386,FL,2021,84,5812,2664.09
Khilkhet TSO,FL,2021,3,5812,36.93
19042771100,FL,2021,7,5812,0.0
18503475060,FL,2021,55,5812,4946.03
2162653421,OH,2021,15,5814,245.32
Willowick,OH,2021,30,5812,654.58
ENGLEWOOD,FL,2021,21306,5814,285308.05
CLARINGTON,OH,2021,2941,5812,86343.74
EASTPOINT,FL,2021,1195,5814,6122.73
ORANGE,OH,2021,1528,5812,86068.69
Lake Hamilton,FL,2021,512,5814,12776.86
ARLINGTON,OH,2021,3032,5812,80885.29
ST JOHNS,FL,2021,5403,5812,182671.79
FOSTORIA,OH,2021,11999,5812,339885.12
172-7525094,FL,2021,16,5814,226.53
NORTHFIELD,OH,2021,4631,5814,45519.87
Deland,FL,2021,5218,5812,156396.03
Micco,FL,2021,1029,5812,21516.74
Hillsboro,OH,2021,4640,5814,55834.76
WALBRIDGE,OH,2021,4630,5814,24277.74
AURORA,OH,2021,3937,5812,141831.47
Bellefontaine,OH,2021,6384,5814,90882.11
Ashley,OH,2021,213,5812,7541.44
HUBER HTS.,OH,2021,671,5814,11881.16
193-7593623,OH,2021,136,5814,1349.42
MANCHESTER,OH,2021,310,5814,4990.76
BALTIC,OH,2021,1659,5812,55905.17
GRACEVILLE,FL,2021,2063,5812,64481.11
9043794688,FL,2021,98,5814,1476.66
727-3192378,FL,2021,401,5814,6736.37
COOLVILLE,OH,2021,2754,5812,78474.47
123-9945737,FL,2021,26,5814,208.87
Yankeetown,FL,2021,63,5814,1377.88
305-7583200,FL,2021,1378,5814,15846.46
Hillard,FL,2021,750,5814,9108.24
FORT JENNINGS,OH,2021,2105,5812,60557.66
Buena Ventura,FL,2021,13,5814,1388.6
Lighthouse PT,FL,2021,1472,5812,59833.52
HOWARD,OH,2021,793,5812,25926.01
Marion,OH,2021,6121,5814,82477.94
833-4449145,FL,2021,282,5812,11069.17
Springboro,OH,2021,1523,5814,20771.65
PONCE DE LEON,FL,2021,460,5814,856.76
LODI,FL,2021,47,5812,1728.85
Treasure Isla,FL,2021,2777,5812,86946.2
Carey,OH,2021,3235,5812,97861.53
Ft. Myers,FL,2021,1703,5814,22122.93
561-4637195,FL,2021,285,5814,4814.89
352-2417711,FL,2021,443,5814,7256.35
HALEAH,FL,2021,131,5812,3210.94
Saint Johns,FL,2021,492,5814,11694.02
Nokomis,FL,2021,966,5812,26359.1
UNION PARK,FL,2021,774,5814,11639.37
156-1296071,FL,2021,134,5814,578.81
MAYFIELD HTS.,OH,2021,243,5814,2832.97
Goodland,FL,2021,376,5812,22318.04
Covington,OH,2021,504,5814,5621.1
13052738888,FL,2021,10,5812,715.46
740-9698300,OH,2021,152,5812,4943.52
330-8370232,OH,2021,1060,5814,14374.24
7403977827,OH,2021,130,5814,2353.11
YORKVILLE,OH,2021,580,5812,16340.77
151-37326337,OH,2021,52,5814,878.78
7405910254,OH,2021,81,5812,3449.69
BAY HARBOR,FL,2021,357,5812,11181.19
OPA-LOCKA,FL,2021,1231,5814,16034.98
8509631320,FL,2021,93,5814,1462.51
17722607888,FL,2021,43,5812,1719.59
407-6566868,FL,2021,18,5812,684.29
190-48250310,FL,2021,35,5814,594.62
EVERGLADES,FL,2021,234,5814,1170.0
4193343085,OH,2021,110,5814,1826.18
144-03231460,OH,2021,49,5814,994.83
18507440040,FL,2021,16,5812,772.5
9044602792,FL,2021,242,5812,6800.96
513-5743999,OH,2021,190,5812,5406.05
CORAL WAY,FL,2021,192,5814,22660.05
Loudonville,OH,2021,274,5812,8842.92
willoughby hi,OH,2021,3,5812,0.0
Shady Hills,FL,2021,35,5814,620.01
9546165333,FL,2021,155,5812,5408.44
2392754666,FL,2021,52,5812,1994.45
RIVER VIEW,FL,2021,281,5812,5278.32
4076014220,FL,2021,73,5814,786.51
Newport,OH,2021,42,5814,1588.75
8136720662,FL,2021,96,5814,2101.23
goshen,OH,2021,1,5812,0.0
513-7612328,OH,2021,60,5812,1773.8
15135151540,OH,2021,12,5812,204.0
3862572625,FL,2021,35,5814,358.21
17722606925,FL,2021,43,5812,2194.21
135-23263234,FL,2021,67,5814,1058.42
4073392795,FL,2021,25,5814,418.3
194-17296447,FL,2021,30,5814,479.49
LONG KEY,FL,2021,17,5812,1462.64
3304682399,OH,2021,41,5814,607.24
CLEVELAMD,OH,2021,144,5812,1477.56
181-39335747,FL,2021,27,5814,502.27
New Bremen,OH,2021,175,5812,3381.39
Wilmot,OH,2021,101,5812,1556.37
PLEASANT PLAI,OH,2021,350,5814,733.75
DUENDIN,FL,2021,84,5812,5590.32
151-3761670,OH,2021,48,5814,413.0
4198741800,OH,2021,148,5814,2197.34
MONCLOVA,OH,2021,246,5812,4547.2
174-0423002,OH,2021,90,5814,924.1
18325883944,FL,2021,120,5812,17992.5
772-8792700,FL,2021,27,5812,1017.48
133-07821552,OH,2021,8,5814,83.84
2397933535,FL,2021,4,5814,53.66
CITRUS SRINGS,FL,2021,139,5812,2257.31
17215883762,FL,2021,104,5812,8003.5
132-1632744,FL,2021,18,5814,220.67
Moreland Hls,OH,2021,35,5812,688.2
Sacramento,OH,2021,41,5812,225.28
177-23457310,FL,2021,159,5814,1992.6
195-4846863,FL,2021,44,5814,303.73
7407679999,OH,2021,91,5814,1359.0
151-34572199,OH,2021,46,5814,535.29
4194234299,OH,2021,104,5812,3895.19
177-27783348,FL,2021,44,5814,706.99
Laurelville,OH,2021,46,5812,1216.63
130-5552840,FL,2021,57,5814,485.45
561-4093126,FL,2021,16,5812,362.08
140-78705089,FL,2021,35,5814,568.75
WELLINGTON,OH,2021,19502,5814,242193.28
LEWIS,OH,2021,1185,5814,10787.62
Atlantic Beac,FL,2021,612,5814,8856.97
Inlet Beach,FL,2021,779,5814,18275.76
Town 'n' Coun,FL,2021,382,5814,7824.97
COLUBUS,OH,2021,96,5814,210.5
141-9674496,OH,2021,127,5814,1141.55
9042173784,FL,2021,91,5814,1355.04
TINIAN,OH,2021,69,5812,3667.0
561-2136379,FL,2021,117,5812,2940.91
156-17986999,FL,2021,61,5814,1157.62
19044488265,FL,2021,170,5812,6494.48
19417514733,FL,2021,34,5812,1026.85
West Milton,OH,2021,86,5812,3888.5
419-3947982,OH,2021,42,5814,451.1
5612780356,FL,2021,25,5812,1905.06
Mt. Vernon,OH,2021,54,5814,563.91
14075232200,FL,2021,45,5812,2060.34
ALTURAS,FL,2021,116,5814,430.0
123-9573080,FL,2021,76,5814,751.59
SOUTH RIVERVI,FL,2021,422,5812,6123.12
ELDORADO,OH,2021,114,5812,4858.21
813-5337271,FL,2021,93,5812,2651.07
195-4527120,FL,2021,38,5814,229.61
4409531088,OH,2021,2,5812,175.0
194-1365303,FL,2021,29,5814,277.03
727-9379977,FL,2021,252,5814,3581.61
177-2461806,FL,2021,106,5814,1048.31
Moreland Hill,OH,2021,7,5812,158.17
8504162778,FL,2021,19,5812,70.14
9373352900,OH,2021,10,5812,261.65
Orange,OH,2021,21,5812,619.32
513-5213500,OH,2021,181,5814,2477.73
440-9970006,OH,2021,24,5812,1003.89
140-7330070,FL,2021,7,5814,56.82
954-5680600,FL,2021,1,5812,3.0
156-17576811,FL,2021,85,5814,1128.28
174-04507000,OH,2021,6,5814,106.19
833-2277675,OH,2021,30,5812,1161.52
9547656899,FL,2021,135,5812,19958.4
2395139964,FL,2021,45,5812,1601.27
Germantown,OH,2021,3,5812,66.0
CHRISTIANSBUR,OH,2021,2,5812,130.86
WINESBURG,OH,2021,2,5814,20.0
North canton,OH,2021,2,5812,0.0
855-469-3729,OH,2021,33,5812,1383.95
12165213280,OH,2021,15,5812,635.48
121-62417827,OH,2021,6,5814,42.91
330-7232012,OH,2021,215,5814,3545.4
4402470444,OH,2021,1,5812,57.0
Sullivan,OH,2021,5,5814,58.5
13053712767,FL,2021,12,5812,370.0
937-3352100,OH,2021,78,5812,2656.7
321-2792673,FL,2021,63,5812,2866.12
000-0000000,FL,2021,7,5812,60.91
5137538808,OH,2021,23,5814,325.23
140-77747827,FL,2021,24,5814,210.76
3058220655,FL,2021,10,5814,94.35
4197372726,OH,2021,186,5814,3195.93
151-3683708,OH,2021,20,5814,209.76
9547534009,FL,2021,43,5814,479.23
135-2376083,FL,2021,20,5814,201.31
granville,OH,2021,17,5814,103.16
14197334981,OH,2021,7,5812,465.28
19546874718,FL,2021,18,5812,578.69
ZOAR,OH,2021,6,5814,61.91
JACKS,FL,2021,77,5814,427.88
12162262020,OH,2021,28,5812,970.0
INTERCESSION,FL,2021,3,5812,4996.59
151-34680128,OH,2021,131,5814,1560.34
321-6134382,FL,2021,17,5812,836.58
144-0473059,OH,2021,14,5814,89.54
9413648198,FL,2021,73,5814,709.38
18135123030,FL,2021,2,5812,68.98
138-6439907,FL,2021,25,5814,250.04
PLYMOUTH,OH,2021,19,5814,46.5
239-9172414,FL,2021,89,5812,19928.15
3864622250,FL,2021,56,5814,756.51
14077517340,FL,2021,6,5812,63.54
904-2173256,FL,2021,20,5812,1383.53
7862424858,FL,2021,21,5814,249.74
386-4876194,FL,2021,173,5812,6176.4
194-17442306,FL,2021,76,5814,1309.45
727-3196285,FL,2021,10,5812,456.18
813-6260629,FL,2021,49,5812,613.07
Dellroy,OH,2021,20,5814,384.0
9545719696,FL,2021,10,5814,106.88
8504789241,FL,2021,155,5814,1951.77
5135218700,OH,2021,32,5814,567.51
Seville,FL,2021,5,5814,76.0
2165839999,OH,2021,6,5812,825.95
305-3922883,FL,2021,26,5812,879.56
185-02162525,FL,2021,5,5814,102.13
174-03696484,OH,2021,7,5814,136.65
130-53248862,FL,2021,38,5814,542.66
195-43811244,FL,2021,18,5814,197.05
195-49435333,FL,2021,24,5814,256.2
9417581175,FL,2021,14,5812,291.77
19544261515,FL,2021,25,5812,956.86
14192533201,OH,2021,2,5812,52.13
161-4833641,OH,2021,2,5814,15.04
3052640363,FL,2021,3,5814,66.01
13307028270,OH,2021,29,5812,912.5
407-9853504,FL,2021,9,5812,232.48
195-4972653,FL,2021,70,5814,551.06
186-39657409,FL,2021,32,5814,368.84
161-44916699,OH,2021,28,5814,600.34
833-673-7669,FL,2021,1,5812,58.53
8779997282,FL,2021,42,5812,1633.43
772-4892285,FL,2021,50,5812,1092.69
4076540014,FL,2021,42,5814,749.48
winter spring,FL,2021,9,5812,139.65
Sherrodsville,OH,2021,6,5814,120.0
174-0452141,OH,2021,23,5814,221.95
386-3621200,FL,2021,1,5812,6.0
9378488888,OH,2021,6,5814,92.29
144-08991772,OH,2021,12,5814,140.62
141-96834550,OH,2021,8,5814,118.21
5614395171,FL,2021,37,5814,605.2
4194625681,OH,2021,1,5812,10.98
185-0877064,FL,2021,5,5814,61.85
181-3839665,FL,2021,27,5814,202.52
132-1504968,FL,2021,42,5814,272.63
9416276007,FL,2021,14,5814,218.25
9549832229,FL,2021,27,5814,575.05
144-03455033,OH,2021,42,5814,668.76
190-42619250,FL,2021,23,5814,311.86
144-05262929,OH,2021,17,5814,224.26
135-24302049,FL,2021,7,5814,111.3
7272163329,FL,2021,7,5814,89.98
CLARCONA,FL,2021,36,5814,152.5
8634676966,FL,2021,30,5814,410.65
7343533608,OH,2021,25,5814,415.7
North Bend,OH,2021,18,5812,579.3
13054774646,FL,2021,12,5812,749.61
941-237-8742,FL,2021,3,5812,84.77
MC ARTHUR,OH,2021,1,5814,1.5
9375443000,OH,2021,13,5814,224.43
6148732593,OH,2021,30,5814,441.68
193-74413462,OH,2021,5,5814,48.05
4073740164,FL,2021,13,5814,170.01
130-5556489,FL,2021,24,5814,220.12
130-52643595,FL,2021,19,5814,278.86
190-4246957,FL,2021,5,5814,28.59
121-6433433,OH,2021,8,5814,77.26
4073003500,FL,2021,5,5814,55.78
9378900020,OH,2021,32,5812,419.81
130-5557119,FL,2021,12,5814,160.92
17706683823,FL,2021,3,5812,78.54
2397722038,FL,2021,2,5814,26.57
727-3087881,FL,2021,8,5812,353.57
New port rich,FL,2021,1,5812,0.0
Lyndhurst,OH,2021,8,5814,140.6
140-73278824,FL,2021,31,5814,346.71
miami beach,FL,2021,8,5812,729.36
954-9880464,FL,2021,2,5812,203.36
161-4291797,OH,2021,32,5814,244.22
172-7953796,FL,2021,9,5814,64.88
16142706163,OH,2021,2,5814,33.96
181-3350401,FL,2021,25,5814,128.57
195-4434061,FL,2021,18,5814,181.69
19049989744,FL,2021,20,5812,4778.7
133-09295020,OH,2021,10,5814,206.48
193-7879118,OH,2021,13,5814,122.02
PORT WASHINGT,OH,2021,42,5812,1689.22
13214520305,FL,2021,2,5812,61.23
3056626188,FL,2021,9,5814,124.4
COLLEGE COR,OH,2021,10,5812,432.68
Pleasant Plai,OH,2021,2,5812,0.0
185-0547333,FL,2021,6,5814,48.5
161-4761160,OH,2021,32,5814,122.08
193-7658655,OH,2021,12,5814,299.12
740-4542555,OH,2021,4,5812,139.92
Eglin AFB,FL,2021,1,5812,0.0
144-0988591,OH,2021,37,5814,224.46
19375460908,OH,2021,4,5812,171.9
174-0385786,OH,2021,6,5814,111.41
156-17458057,FL,2021,14,5814,247.08
BERKEY,OH,2021,3,5812,103.51
3523834101,FL,2021,4,5812,577.03
LEMOYNE,OH,2021,4,5812,209.33
239-2632600,FL,2021,1,5812,72.76
140-7856635,FL,2021,18,5814,280.67
9419232246,FL,2021,54,5814,720.52
DE LEON SPRIN,FL,2021,11,5814,602.0
190-42470532,FL,2021,12,5814,191.77
18132410003,FL,2021,6,5812,383.78
185-02634317,FL,2021,20,5814,275.55
5137591710,OH,2021,17,5812,199.66
Prospect,OH,2021,10,5812,261.19
3526854075,FL,2021,3,5814,91.44
De Graff,OH,2021,10,5812,404.0
7862080707,FL,2021,2,5812,84.0
941-2544973,FL,2021,1,5812,11.58
144-0239088,OH,2021,8,5814,100.07
3058713800,FL,2021,5,5812,79.61
19547722209,FL,2021,10,5812,488.76
133-04603929,OH,2021,2,5814,22.75
174-0772129,OH,2021,56,5814,628.35
MILLEDGEVILLE,OH,2021,4,5812,488.94
133-0659332,OH,2021,4,5814,24.92
Silver spring,FL,2021,1,5812,0.0
Palm Bch Gdns,FL,2021,3,5814,55.0
9544630980,FL,2021,11,5814,149.15
151-37517200,OH,2021,8,5814,120.62
352-5133845,FL,2021,1,5812,5.0
TRILBY,FL,2021,7,5812,624.48
Lake Worth Be,FL,2021,6,5814,85.97
513-4816300,OH,2021,3,5812,78.92
6143760941,OH,2021,37,5812,880.85
CORNING,OH,2021,1,5814,0.0
HASKINS,OH,2021,1,5814,5.31
904-6316917,FL,2021,2,5812,65.0
7403748188,OH,2021,4,5812,2898.19
PAXTON,FL,2021,2,5812,36.25
ST  CLOUD,FL,2021,3,5812,0.0
330-3325723,OH,2021,1,5814,18.61
Minster,OH,2021,9,5814,140.14
161-4326366,OH,2021,6,5814,23.66
2399494901,FL,2021,1,5814,13.97
2399953900,FL,2021,10,5814,208.3
